Plant,Source,Parameter,Units,date,Value,Description,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,Emissions_Load
Lake,LAKE-3,SO2TONS,TONS,1/1/2022,0.001587839,SO2 in TONS,9.1,1.1,13.3,0.5,0.0,270,40.7,1008.6,2.371349836935396e-05
Lake,LAKE-3,SO2TONS,TONS,1/2/2022,0.002523506,SO2 in TONS,2.2,-4.3,6.7,0.0,0.0,9,7.9,1027.8,4.6994479939644685e-05
Lake,LAKE-3,SO2TONS,TONS,1/3/2022,0.002781078,SO2 in TONS,1.3,-4.9,10.0,0.0,0.0,22,6.8,1025.6,6.131991073121817e-05
Lake,LAKE-3,SO2TONS,TONS,1/4/2022,0.00304138,SO2 in TONS,4.7,-3.8,16.7,0.0,0.0,294,16.6,1019.1,4.9876546887615145e-05
Lake,LAKE-3,SO2TONS,TONS,1/5/2022,5.5614e-06,SO2 in TONS,9.7,-1.6,17.2,0.0,0.0,315,7.9,1014.3,9.255602854240592e-07
Lake,LAKE-3,SO2TONS,TONS,1/8/2022,0.00136402,SO2 in TONS,14.9,10.0,20.6,0.0,0.0,253,18.7,1011.4,2.2310393447134957e-05
Lake,LAKE-3,SO2TONS,TONS,1/9/2022,0.002913655,SO2 in TONS,11.7,5.0,11.7,0.0,0.0,40,11.9,1024.8,5.02438640252599e-05
Lake,LAKE-3,SO2TONS,TONS,1/10/2022,0.003545194,SO2 in TONS,6.5,4.4,8.3,0.0,0.0,21,14.8,1032.3,5.567971911541353e-05
Lake,LAKE-3,SO2TONS,TONS,1/11/2022,0.000670933,SO2 in TONS,6.3,1.7,12.8,0.0,0.0,11,6.5,1027.5,1.3534054351964918e-05
Lake,LAKE-3,SO2TONS,TONS,1/13/2022,0.001549856,SO2 in TONS,6.7,-3.2,17.8,0.0,0.0,11,5.4,1022.7,2.097682527321111e-05
Lake,LAKE-3,SO2TONS,TONS,1/14/2022,0.000268089,SO2 in TONS,10.1,0.0,21.7,0.0,0.0,320,13.3,1014.3,6.168986781607329e-06
Lake,LAKE-3,SO2TONS,TONS,1/15/2022,0.001082892,SO2 in TONS,9.9,1.7,11.1,0.0,0.0,81,8.6,1024.9,1.842362775711626e-05
Lake,LAKE-3,SO2TONS,TONS,1/16/2022,0.001091637,SO2 in TONS,4.7,-3.2,13.9,0.0,0.0,2,3.6,1021.2,1.5554385737385867e-05
Lake,LAKE-3,SO2TONS,TONS,1/17/2022,0.002343443,SO2 in TONS,6.2,-2.7,18.3,0.0,0.0,310,9.4,1017.2,3.698985200957719e-05
Lake,LAKE-3,SO2TONS,TONS,1/18/2022,0.002328225,SO2 in TONS,13.6,6.7,19.4,0.3,0.0,272,15.8,1012.4,4.513079100661848e-05
Lake,LAKE-3,SO2TONS,TONS,1/19/2022,0.001624935,SO2 in TONS,11.8,6.1,16.7,0.0,0.0,251,13.3,1014.5,3.734496084151141e-05
Lake,LAKE-3,SO2TONS,TONS,1/20/2022,0.002455522,SO2 in TONS,6.8,-1.0,9.4,0.0,0.0,76,9.7,1023.1,4.639085920629241e-05
Lake,LAKE-3,SO2TONS,TONS,1/21/2022,0.002373581,SO2 in TONS,2.7,-3.2,11.7,0.0,0.0,138,5.4,1019.9,3.969868273959624e-05
Lake,LAKE-3,SO2TONS,TONS,1/22/2022,0.000765681,SO2 in TONS,6.3,0.6,12.2,0.0,0.0,46,18.4,1019.1,1.2750910319684863e-05
Lake,LAKE-3,SO2TONS,TONS,1/25/2022,0.001749237,SO2 in TONS,10.0,2.8,17.8,0.0,0.0,208,13.7,1011.7,2.9491268300575438e-05
Lake,LAKE-3,SO2TONS,TONS,1/26/2022,0.00496701,SO2 in TONS,9.2,1.1,14.4,0.0,0.0,189,10.1,1016.4,6.518209112305844e-05
Lake,LAKE-3,SO2TONS,TONS,1/27/2022,0.004110501,SO2 in TONS,7.6,-0.5,16.7,0.0,0.0,20,13.0,1019.0,5.283520255980287e-05
Lake,LAKE-3,SO2TONS,TONS,1/28/2022,0.004401795,SO2 in TONS,6.3,-1.0,11.1,0.0,0.0,20,10.1,1030.2,5.519011761928161e-05
Lake,LAKE-3,SO2TONS,TONS,1/29/2022,0.003965903,SO2 in TONS,4.7,-1.6,14.4,0.0,0.0,13,8.3,1024.6,5.63547151813705e-05
Lake,LAKE-3,SO2TONS,TONS,1/30/2022,0.004466537,SO2 in TONS,7.6,0.0,17.2,0.0,0.0,10,11.2,1016.2,6.13581175144692e-05
Lake,LAKE-3,SO2TONS,TONS,1/31/2022,0.002006705,SO2 in TONS,9.1,1.1,18.3,0.0,0.0,240,8.6,1012.8,3.3758701586676814e-05
Lake,LAKE-3,SO2TONS,TONS,2/1/2022,0.003217168,SO2 in TONS,12.7,6.1,17.8,0.0,0.0,211,16.2,1006.8,4.692057503518867e-05
