Plant,Source,Parameter,Units,date,Value,Description,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,Emissions_Load
Lake,LAKE-1,COTONS,TONS,1/1/2022,0.00146328,CO in TONS,9.1,1.1,13.3,0.5,0.0,270,40.7,1008.6,5.662677251050774e-05
Lake,LAKE-1,COTONS,TONS,1/2/2022,0.009282219,CO in TONS,2.2,-4.3,6.7,0.0,0.0,9,7.9,1027.8,0.0001725248500305
Lake,LAKE-1,COTONS,TONS,1/3/2022,0.007704338,CO in TONS,1.3,-4.9,10.0,0.0,0.0,22,6.8,1025.6,0.000219103238277
Lake,LAKE-1,COTONS,TONS,1/4/2022,0.00068581,CO in TONS,4.7,-3.8,16.7,0.0,0.0,294,16.6,1019.1,2.735791679118549e-05
Lake,LAKE-1,COTONS,TONS,1/5/2022,0.003498375,CO in TONS,9.7,-1.6,17.2,0.0,0.0,315,7.9,1014.3,5.606765381212099e-05
Lake,LAKE-1,COTONS,TONS,1/15/2022,8.6445e-05,CO in TONS,9.9,1.7,11.1,0.0,0.0,81,8.6,1024.9,0.0008183498875984
Lake,LAKE-1,COTONS,TONS,1/17/2022,0.00187864,CO in TONS,6.2,-2.7,18.3,0.0,0.0,310,9.4,1017.2,3.112042164737656e-05
Lake,LAKE-1,COTONS,TONS,1/18/2022,0.004154416,CO in TONS,13.6,6.7,19.4,0.3,0.0,272,15.8,1012.4,6.629276218349371e-05
Lake,LAKE-1,COTONS,TONS,1/19/2022,0.007867777,CO in TONS,11.8,6.1,16.7,0.0,0.0,251,13.3,1014.5,0.0001177284256989
Lake,LAKE-1,COTONS,TONS,1/20/2022,0.003758495,CO in TONS,6.8,-1.0,9.4,0.0,0.0,76,9.7,1023.1,6.816056890845374e-05
Lake,LAKE-1,COTONS,TONS,1/24/2022,0.003928559,CO in TONS,6.1,-1.0,15.6,0.0,0.0,357,7.6,1012.5,5.837397456323663e-05
Lake,LAKE-1,COTONS,TONS,1/25/2022,0.010795307,CO in TONS,10.0,2.8,17.8,0.0,0.0,208,13.7,1011.7,0.000165451712
Lake,LAKE-1,COTONS,TONS,1/26/2022,0.004683746,CO in TONS,9.2,1.1,14.4,0.0,0.0,189,10.1,1016.4,7.386890391886512e-05
Lake,LAKE-1,COTONS,TONS,1/27/2022,0.004552813,CO in TONS,7.6,-0.5,16.7,0.0,0.0,20,13.0,1019.0,6.674077051357764e-05
Lake,LAKE-1,COTONS,TONS,1/29/2022,0.004612263,CO in TONS,4.7,-1.6,14.4,0.0,0.0,13,8.3,1024.6,7.040713764030176e-05
Lake,LAKE-1,COTONS,TONS,1/30/2022,0.005564501,CO in TONS,7.6,0.0,17.2,0.0,0.0,10,11.2,1016.2,8.175667410593693e-05
Lake,LAKE-1,COTONS,TONS,1/31/2022,0.01368445,CO in TONS,9.1,1.1,18.3,0.0,0.0,240,8.6,1012.8,0.0001730100779825
Lake,LAKE-1,COTONS,TONS,2/1/2022,0.010954657,CO in TONS,12.7,6.1,17.8,0.0,0.0,211,16.2,1006.8,0.0001418204392536
Lake,LAKE-1,COTONS,TONS,2/2/2022,0.0149615,CO in TONS,13.0,-1.6,14.4,7.4,30.0,197,17.3,1005.0,0.0001868937558999
Lake,LAKE-1,COTONS,TONS,2/3/2022,0.01108235,CO in TONS,-1.7,-6.6,0.6,2.8,50.0,16,12.2,1021.5,0.0001560435674592
Lake,LAKE-1,COTONS,TONS,2/4/2022,0.01052297,CO in TONS,-3.1,-7.7,3.9,0.0,0.0,17,4.3,1034.3,0.0001564221664887
Lake,LAKE-1,COTONS,TONS,2/5/2022,0.0117449,CO in TONS,0.0,-5.5,8.3,0.0,0.0,8,5.0,1026.9,0.0001592685836185
Lake,LAKE-1,COTONS,TONS,2/6/2022,0.009428529,CO in TONS,3.2,-4.3,13.9,0.0,0.0,37,11.5,1021.8,0.0001500161869967
Lake,LAKE-1,COTONS,TONS,2/7/2022,0.01303526,CO in TONS,6.1,-2.1,11.7,0.0,0.0,15,6.8,1028.4,0.00019014506469
Lake,LAKE-1,COTONS,TONS,2/8/2022,0.013586707,CO in TONS,5.5,-3.8,16.1,0.0,0.0,17,5.4,1022.4,0.0001935801906883
Lake,LAKE-1,COTONS,TONS,2/9/2022,0.01460175,CO in TONS,8.3,1.1,18.3,0.0,0.0,28,9.4,1018.1,0.000210778721244
Lake,LAKE-1,COTONS,TONS,2/10/2022,0.01434805,CO in TONS,9.1,-1.0,19.4,0.0,0.0,344,9.4,1016.7,0.0002177654887419
Lake,LAKE-1,COTONS,TONS,2/11/2022,0.0150564,CO in TONS,12.6,3.3,21.7,0.0,0.0,313,7.9,1012.2,0.0002181278699822
Lake,LAKE-1,COTONS,TONS,2/12/2022,0.01963765,CO in TONS,9.9,2.8,11.1,0.0,0.0,71,12.6,1024.5,0.0002596307618013
Lake,LAKE-1,COTONS,TONS,2/13/2022,0.013441011,CO in TONS,6.2,-2.1,16.7,0.0,0.0,39,5.0,1027.1,0.0002342073975238
Lake,LAKE-1,COTONS,TONS,2/14/2022,0.0110919,CO in TONS,8.9,-2.7,20.6,0.0,0.0,224,5.4,1019.8,0.0001793879395967
Lake,LAKE-1,COTONS,TONS,2/15/2022,0.009668324,CO in TONS,12.0,2.8,23.9,0.0,0.0,217,18.4,1010.1,0.000143859104565
Lake,LAKE-1,COTONS,TONS,2/16/2022,0.007437654,CO in TONS,15.6,5.0,21.7,0.0,0.0,233,25.6,1005.2,0.000124248258473
Lake,LAKE-1,COTONS,TONS,2/17/2022,0.011597997,CO in TONS,8.7,1.7,12.8,0.0,0.0,312,15.8,1016.8,0.000211412305019
Lake,LAKE-1,COTONS,TONS,2/18/2022,0.009991297,CO in TONS,4.9,-3.8,15.0,0.0,0.0,29,5.8,1022.8,0.0001686563469363
Lake,LAKE-1,COTONS,TONS,2/19/2022,0.007013222,CO in TONS,7.7,-1.6,18.9,0.0,0.0,23,7.2,1021.2,0.0001012172915554
Lake,LAKE-1,COTONS,TONS,2/20/2022,0.007225035,CO in TONS,10.4,0.6,22.8,0.0,0.0,252,12.2,1013.9,0.000123605275663
Lake,LAKE-1,COTONS,TONS,2/21/2022,0.005512104,CO in TONS,15.4,8.9,21.7,0.0,0.0,231,29.2,1006.8,7.473592170174121e-05
Lake,LAKE-1,COTONS,TONS,2/22/2022,0.007073681,CO in TONS,13.1,5.0,21.7,0.0,0.0,240,19.1,1010.0,0.0001567673665127
Lake,LAKE-1,COTONS,TONS,2/23/2022,0.006487418,CO in TONS,11.9,3.9,20.0,0.0,0.0,159,21.6,1009.5,0.0001167814599004
Lake,LAKE-1,COTONS,TONS,2/24/2022,0.010678384,CO in TONS,11.2,0.6,14.4,0.0,0.0,321,18.0,1014.1,0.0001740161184418
Lake,LAKE-1,COTONS,TONS,2/25/2022,0.016589208,CO in TONS,6.4,-1.0,15.6,0.0,0.0,76,8.3,1018.6,0.0002192927506842
Lake,LAKE-1,COTONS,TONS,2/26/2022,0.012765504,CO in TONS,8.8,0.0,20.6,0.0,0.0,312,8.3,1018.5,0.0001697051344586
Lake,LAKE-1,COTONS,TONS,2/27/2022,0.007399718,CO in TONS,10.9,1.7,18.3,0.0,0.0,13,10.8,1024.4,0.0001219345814792
Lake,LAKE-1,COTONS,TONS,2/28/2022,0.001302127,CO in TONS,10.3,3.3,20.0,0.0,0.0,16,12.6,1020.6,0.0001176246508933
Lake,LAKE-1,COTONS,TONS,3/28/2022,0.000282708,CO in TONS,22.3,13.9,29.4,0.0,0.0,243,16.2,1007.8,0.0001282138899897
Lake,LAKE-1,COTONS,TONS,4/5/2022,0.016568295,CO in TONS,22.5,15.0,30.6,0.0,0.0,270,29.9,1002.8,0.0002221424655704
Lake,LAKE-1,COTONS,TONS,4/10/2022,0.006252669,CO in TONS,24.2,18.9,28.9,0.0,0.0,248,36.0,1002.0,8.296940467167913e-05
Lake,LAKE-1,COTONS,TONS,4/11/2022,0.004107973,CO in TONS,22.6,16.1,29.4,0.0,0.0,236,30.6,1003.6,6.533453817566156e-05
Lake,LAKE-1,COTONS,TONS,4/12/2022,0.007664526,CO in TONS,22.5,16.1,27.2,0.0,0.0,237,38.5,1001.3,0.0001360047934836
Lake,LAKE-1,COTONS,TONS,4/18/2022,0.01171575,CO in TONS,21.4,7.2,33.9,0.0,0.0,87,13.7,1011.2,0.0001608384466496
Lake,LAKE-1,COTONS,TONS,4/19/2022,0.005800863,CO in TONS,24.7,15.6,32.8,0.0,0.0,315,18.4,1006.2,0.0001004127458759
Lake,LAKE-1,COTONS,TONS,4/20/2022,0.005914163,CO in TONS,26.5,19.4,33.3,0.0,0.0,253,21.6,1005.2,8.865441959192773e-05
Lake,LAKE-1,COTONS,TONS,4/21/2022,0.004476241,CO in TONS,26.1,15.6,32.2,0.0,0.0,211,14.4,1008.4,9.126399009160326e-05
Lake,LAKE-1,COTONS,TONS,4/22/2022,0.004905153,CO in TONS,26.1,18.3,33.3,0.0,0.0,223,32.0,1004.6,8.857335769032038e-05
Lake,LAKE-1,COTONS,TONS,4/24/2022,0.007315967,CO in TONS,19.7,8.3,27.2,0.0,0.0,322,13.3,1007.5,0.0001143600799361
Lake,LAKE-1,COTONS,TONS,4/26/2022,0.004499206,CO in TONS,18.9,11.7,27.2,0.0,0.0,113,18.7,1016.7,7.844188028301173e-05
Lake,LAKE-1,COTONS,TONS,4/27/2022,0.006443638,CO in TONS,22.7,16.1,32.8,0.0,0.0,271,14.0,1009.0,9.25679148085742e-05
Lake,LAKE-1,COTONS,TONS,4/29/2022,0.004613376,CO in TONS,25.2,20.0,29.4,0.0,0.0,282,24.1,1004.1,5.98438149248986e-05
Lake,LAKE-1,COTONS,TONS,4/30/2022,0.00030145,CO in TONS,22.7,10.6,30.0,0.0,0.0,80,12.2,1007.0,5.311792617117045e-06
Lake,LAKE-1,COTONS,TONS,6/1/2022,0.003111785,CO in TONS,28.8,17.2,37.8,0.0,0.0,3,13.3,1004.1,9.239623246907473e-05
Lake,LAKE-1,COTONS,TONS,6/2/2022,0.01010425,CO in TONS,26.8,20.0,33.9,3.0,0.0,81,12.2,1007.1,0.0001582262996065
Lake,LAKE-1,COTONS,TONS,6/3/2022,0.00776235,CO in TONS,25.8,18.3,36.7,0.0,0.0,174,13.3,1005.3,0.0001216396354735
