Plant,Source,Parameter,Units,date,Value,Description,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,Emissions_Load
Lake,LAKE-2,COTONS,TONS,1/10/2022,0.00843894,CO in TONS,6.5,4.4,8.3,0.0,0.0,21,14.8,1032.3,0.0001188859959629
Lake,LAKE-2,COTONS,TONS,1/11/2022,0.004827108,CO in TONS,6.3,1.7,12.8,0.0,0.0,11,6.5,1027.5,0.0001016558509019
Lake,LAKE-2,COTONS,TONS,1/12/2022,0.003656168,CO in TONS,6.3,-1.6,17.2,0.0,0.0,28,4.7,1025.4,7.688107939283603e-05
Lake,LAKE-2,COTONS,TONS,1/26/2022,0.01090455,CO in TONS,9.2,1.1,14.4,0.0,0.0,189,10.1,1016.4,0.0001450151965049
Lake,LAKE-2,COTONS,TONS,2/2/2022,0.00857031,CO in TONS,13.0,-1.6,14.4,7.4,30.0,197,17.3,1005.0,0.0001126430107357
Lake,LAKE-2,COTONS,TONS,2/3/2022,0.023677893,CO in TONS,-1.7,-6.6,0.6,2.8,50.0,16,12.2,1021.5,0.0003446370549517
Lake,LAKE-2,COTONS,TONS,2/4/2022,0.023846685,CO in TONS,-3.1,-7.7,3.9,0.0,0.0,17,4.3,1034.3,0.0003530482300356
Lake,LAKE-2,COTONS,TONS,2/5/2022,0.006850509,CO in TONS,0.0,-5.5,8.3,0.0,0.0,8,5.0,1026.9,0.0001020663583858
Lake,LAKE-2,COTONS,TONS,2/6/2022,0.007827923,CO in TONS,3.2,-4.3,13.9,0.0,0.0,37,11.5,1021.8,0.0001229226769709
Lake,LAKE-2,COTONS,TONS,2/7/2022,0.00098385,CO in TONS,6.1,-2.1,11.7,0.0,0.0,15,6.8,1028.4,4.64134803333981e-05
Lake,LAKE-2,COTONS,TONS,2/23/2022,0.0211409,CO in TONS,11.9,3.9,20.0,0.0,0.0,159,21.6,1009.5,0.000288091469252
Lake,LAKE-2,COTONS,TONS,2/24/2022,0.000301948,CO in TONS,11.2,0.6,14.4,0.0,0.0,321,18.0,1014.1,1.2352628827828683e-05
Lake,LAKE-2,COTONS,TONS,3/2/2022,0.00651768,CO in TONS,14.8,5.0,26.1,0.0,0.0,17,7.9,1016.1,0.0001107423985618
Lake,LAKE-2,COTONS,TONS,3/3/2022,0.000321893,CO in TONS,16.0,6.7,25.0,0.0,0.0,24,7.6,1014.5,0.0423003368199783
Lake,LAKE-2,COTONS,TONS,3/22/2022,0.00186685,CO in TONS,8.7,5.6,11.7,0.0,0.0,54,13.0,1014.8,0.0001150675718066
Lake,LAKE-2,COTONS,TONS,3/23/2022,9.9975e-05,CO in TONS,8.6,4.4,16.1,0.0,0.0,351,12.6,1019.2,0.0123672584024062
Lake,LAKE-2,COTONS,TONS,3/25/2022,0.012940275,CO in TONS,16.2,4.4,27.8,0.0,0.0,22,5.8,1015.5,0.0002051234071487
Lake,LAKE-2,COTONS,TONS,3/26/2022,0.026664736,CO in TONS,17.9,5.6,30.6,0.0,0.0,41,7.6,1012.8,0.0004185304969845
Lake,LAKE-2,COTONS,TONS,3/27/2022,0.02295524,CO in TONS,19.8,6.7,31.1,0.0,0.0,315,7.6,1008.9,0.0003465855800793
Lake,LAKE-2,COTONS,TONS,3/28/2022,0.033351906,CO in TONS,22.3,13.9,29.4,0.0,0.0,243,16.2,1007.8,0.0004476132789802
Lake,LAKE-2,COTONS,TONS,3/29/2022,0.003223925,CO in TONS,20.7,8.9,22.8,0.0,0.0,257,35.6,1002.5,0.0001158824403667
Lake,LAKE-2,COTONS,TONS,3/30/2022,0.007671998,CO in TONS,12.6,7.8,21.1,0.0,0.0,265,33.8,1006.6,0.0001659227737474
Lake,LAKE-2,COTONS,TONS,3/31/2022,0.00889827,CO in TONS,16.3,7.8,23.3,0.0,0.0,221,10.4,1007.2,0.0001569298298159
Lake,LAKE-2,COTONS,TONS,4/9/2022,0.014523272,CO in TONS,18.6,3.9,31.1,0.0,0.0,245,17.3,1009.5,0.0001843922772696
Lake,LAKE-2,COTONS,TONS,4/10/2022,0.017101602,CO in TONS,24.2,18.9,28.9,0.0,0.0,248,36.0,1002.0,0.0002233323615803
Lake,LAKE-2,COTONS,TONS,4/11/2022,0.01402153,CO in TONS,22.6,16.1,29.4,0.0,0.0,236,30.6,1003.6,0.0002094844070561
Lake,LAKE-2,COTONS,TONS,4/12/2022,8.0775e-05,CO in TONS,22.5,16.1,27.2,0.0,0.0,237,38.5,1001.3,8.965834207765325e-06
Lake,LAKE-2,COTONS,TONS,4/14/2022,0.010658943,CO in TONS,16.4,3.9,26.7,0.0,0.0,177,9.7,1010.2,0.0001713828895508
Lake,LAKE-2,COTONS,TONS,4/15/2022,0.013690275,CO in TONS,19.9,10.6,30.6,0.0,0.0,261,13.7,1007.6,0.0001739704259459
Lake,LAKE-2,COTONS,TONS,4/16/2022,0.013363197,CO in TONS,23.3,12.2,29.4,0.0,0.0,229,16.6,1009.0,0.0001906513718446
Lake,LAKE-2,COTONS,TONS,4/17/2022,0.00890517,CO in TONS,24.4,16.1,31.7,0.0,0.0,9,14.0,1010.8,0.0001621739172518
Lake,LAKE-2,COTONS,TONS,4/18/2022,0.017919265,CO in TONS,21.4,7.2,33.9,0.0,0.0,87,13.7,1011.2,0.000235001061371
Lake,LAKE-2,COTONS,TONS,4/19/2022,0.03695615,CO in TONS,24.7,15.6,32.8,0.0,0.0,315,18.4,1006.2,0.0005811728486287
Lake,LAKE-2,COTONS,TONS,4/20/2022,0.018808993,CO in TONS,26.5,19.4,33.3,0.0,0.0,253,21.6,1005.2,0.0002894746642925
Lake,LAKE-2,COTONS,TONS,4/21/2022,0.018806891,CO in TONS,26.1,15.6,32.2,0.0,0.0,211,14.4,1008.4,0.0003467378808269
Lake,LAKE-2,COTONS,TONS,4/22/2022,0.022337513,CO in TONS,26.1,18.3,33.3,0.0,0.0,223,32.0,1004.6,0.0003589758376698
Lake,LAKE-2,COTONS,TONS,4/23/2022,0.011367688,CO in TONS,22.6,15.6,27.8,0.0,0.0,302,18.4,1005.1,0.0001926652666557
Lake,LAKE-2,COTONS,TONS,4/24/2022,0.015905636,CO in TONS,19.7,8.3,27.2,0.0,0.0,322,13.3,1007.5,0.0002212329365573
Lake,LAKE-2,COTONS,TONS,4/25/2022,0.019754574,CO in TONS,19.9,11.7,26.1,0.0,0.0,75,19.8,1013.9,0.0002578046887299
Lake,LAKE-2,COTONS,TONS,4/26/2022,0.026403136,CO in TONS,18.9,11.7,27.2,0.0,0.0,113,18.7,1016.7,0.0003770134160838
Lake,LAKE-2,COTONS,TONS,4/27/2022,0.031851734,CO in TONS,22.7,16.1,32.8,0.0,0.0,271,14.0,1009.0,0.0004287188743579
Lake,LAKE-2,COTONS,TONS,4/28/2022,0.02577436,CO in TONS,25.9,15.0,31.7,0.0,0.0,247,23.8,1005.1,0.000339431138441
Lake,LAKE-2,COTONS,TONS,4/29/2022,0.0410639,CO in TONS,25.2,20.0,29.4,0.0,0.0,282,24.1,1004.1,0.0005065852733708
Lake,LAKE-2,COTONS,TONS,4/30/2022,0.0390174,CO in TONS,22.7,10.6,30.0,0.0,0.0,80,12.2,1007.0,0.0005529552085935
Lake,LAKE-2,COTONS,TONS,5/1/2022,0.029505,CO in TONS,23.7,15.6,32.8,0.0,0.0,261,18.0,1003.7,0.0004661594162103
Lake,LAKE-2,COTONS,TONS,5/2/2022,0.038720553,CO in TONS,25.9,18.9,31.7,0.0,0.0,267,26.6,1004.5,0.0005220883401467
Lake,LAKE-2,COTONS,TONS,5/3/2022,0.023484063,CO in TONS,25.4,18.9,31.1,0.0,0.0,240,20.5,1005.5,0.000346532613467
Lake,LAKE-2,COTONS,TONS,5/4/2022,0.03735745,CO in TONS,25.9,21.1,31.1,0.0,0.0,270,24.5,1004.2,0.0005284798570104
Lake,LAKE-2,COTONS,TONS,5/5/2022,0.019884736,CO in TONS,23.1,13.3,29.4,0.0,0.0,327,13.3,1009.8,0.0002859845012322
Lake,LAKE-2,COTONS,TONS,5/6/2022,0.015967166,CO in TONS,24.3,15.0,34.4,0.0,0.0,223,15.1,1008.6,0.0002420663558861
Lake,LAKE-2,COTONS,TONS,5/7/2022,0.013325965,CO in TONS,27.7,18.9,35.6,0.0,0.0,247,23.0,1004.1,0.0001840054958109
Lake,LAKE-2,COTONS,TONS,5/9/2022,0.018344374,CO in TONS,26.8,20.6,33.3,0.0,0.0,243,27.7,1003.5,0.0002805705692553
Lake,LAKE-2,COTONS,TONS,5/10/2022,0.01282424,CO in TONS,27.2,15.6,35.0,0.0,0.0,220,9.7,1008.0,0.000238686432178
Lake,LAKE-2,COTONS,TONS,5/11/2022,0.013652816,CO in TONS,28.2,17.2,36.1,0.0,0.0,235,17.6,1007.3,0.000256747863423
Lake,LAKE-2,COTONS,TONS,5/12/2022,0.017013542,CO in TONS,28.5,20.0,32.8,0.0,0.0,284,17.3,1008.3,0.00030007934545
Lake,LAKE-2,COTONS,TONS,5/13/2022,0.007648358,CO in TONS,24.9,11.7,33.3,0.0,0.0,336,9.0,1008.9,0.0001342959962143
Lake,LAKE-2,COTONS,TONS,5/14/2022,0.011575658,CO in TONS,24.1,12.2,35.6,0.0,0.0,4,8.6,1010.0,0.0002375058823939
Lake,LAKE-2,COTONS,TONS,5/15/2022,0.010795458,CO in TONS,25.3,10.0,37.2,0.0,0.0,17,5.0,1008.8,0.000160073184057
Lake,LAKE-2,COTONS,TONS,5/16/2022,0.009601084,CO in TONS,27.9,16.1,38.3,0.0,0.0,243,11.5,1005.5,0.0001855706217809
