Plant,Source,Parameter,Units,date,Value,Description,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,Emissions_Load
Lake,LAKE-3,COTONS,TONS,1/1/2022,0.005310198,CO in TONS,9.1,1.1,13.3,0.5,0.0,270,40.7,1008.6,7.930487386564171e-05
Lake,LAKE-3,COTONS,TONS,1/2/2022,0.009992988,CO in TONS,2.2,-4.3,6.7,0.0,0.0,9,7.9,1027.8,0.0001860963572518
Lake,LAKE-3,COTONS,TONS,1/3/2022,0.008894276,CO in TONS,1.3,-4.9,10.0,0.0,0.0,22,6.8,1025.6,0.0001961096417787
Lake,LAKE-3,COTONS,TONS,1/4/2022,0.010010619,CO in TONS,4.7,-3.8,16.7,0.0,0.0,294,16.6,1019.1,0.0001641672885096
Lake,LAKE-3,COTONS,TONS,1/5/2022,0.000333684,CO in TONS,9.7,-1.6,17.2,0.0,0.0,315,7.9,1014.3,5.5533617125443546e-05
Lake,LAKE-3,COTONS,TONS,1/8/2022,0.00362308,CO in TONS,14.9,10.0,20.6,0.0,0.0,253,18.7,1011.4,5.926037762675452e-05
Lake,LAKE-3,COTONS,TONS,1/9/2022,0.009965022,CO in TONS,11.7,5.0,11.7,0.0,0.0,40,11.9,1024.8,0.000171839565898
Lake,LAKE-3,COTONS,TONS,1/10/2022,0.01353472,CO in TONS,6.5,4.4,8.3,0.0,0.0,21,14.8,1032.3,0.0002125721209913
Lake,LAKE-3,COTONS,TONS,1/11/2022,0.002705803,CO in TONS,6.3,1.7,12.8,0.0,0.0,11,6.5,1027.5,5.458143341840353e-05
Lake,LAKE-3,COTONS,TONS,1/13/2022,0.00569929,CO in TONS,6.7,-3.2,17.8,0.0,0.0,11,5.4,1022.7,7.713814090558049e-05
Lake,LAKE-3,COTONS,TONS,1/14/2022,0.00089363,CO in TONS,10.1,0.0,21.7,0.0,0.0,320,13.3,1014.3,2.056328927202443e-05
Lake,LAKE-3,COTONS,TONS,1/15/2022,0.00586438,CO in TONS,9.9,1.7,11.1,0.0,0.0,81,8.6,1024.9,9.977278818781324e-05
Lake,LAKE-3,COTONS,TONS,1/16/2022,0.00468522,CO in TONS,4.7,-3.2,13.9,0.0,0.0,2,3.6,1021.2,6.67581981414289e-05
Lake,LAKE-3,COTONS,TONS,1/17/2022,0.007814298,CO in TONS,6.2,-2.7,18.3,0.0,0.0,310,9.4,1017.2,0.0001233440397648
Lake,LAKE-3,COTONS,TONS,1/18/2022,0.008240164,CO in TONS,13.6,6.7,19.4,0.3,0.0,272,15.8,1012.4,0.0001597290293439
