Plant,Source,Parameter,Units,date,Value,Description,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,Emissions_Load
Lake,LAKE-4,NOXTONS,TONS,1/6/2022,0.018604677,NOX in TONS,9.9,0.6,18.9,0.0,0.0,104,6.5,1013.8,0.0003816266465207
Lake,LAKE-4,NOXTONS,TONS,1/7/2022,0.022625561,NOX in TONS,9.9,-0.5,21.1,0.0,0.0,261,9.7,1011.9,0.0004615234202256
Lake,LAKE-4,NOXTONS,TONS,1/8/2022,0.000563823,NOX in TONS,14.9,10.0,20.6,0.0,0.0,253,18.7,1011.4,5.406296527084239e-05
Lake,LAKE-4,NOXTONS,TONS,1/9/2022,0.02515441,NOX in TONS,11.7,5.0,11.7,0.0,0.0,40,11.9,1024.8,0.0004324954047682
Lake,LAKE-4,NOXTONS,TONS,1/10/2022,0.058243674,NOX in TONS,6.5,4.4,8.3,0.0,0.0,21,14.8,1032.3,0.0009281420262364
Lake,LAKE-4,NOXTONS,TONS,1/11/2022,0.031471562,NOX in TONS,6.3,1.7,12.8,0.0,0.0,11,6.5,1027.5,0.0005256361167141
Lake,LAKE-4,NOXTONS,TONS,1/12/2022,0.047767573,NOX in TONS,6.3,-1.6,17.2,0.0,0.0,28,4.7,1025.4,0.0008595927315408
Lake,LAKE-4,NOXTONS,TONS,1/13/2022,0.028336084,NOX in TONS,6.7,-3.2,17.8,0.0,0.0,11,5.4,1022.7,0.0006265805209631
Lake,LAKE-4,NOXTONS,TONS,1/14/2022,0.04273948,NOX in TONS,10.1,0.0,21.7,0.0,0.0,320,13.3,1014.3,0.0007734856898806
Lake,LAKE-4,NOXTONS,TONS,1/15/2022,0.061910513,NOX in TONS,9.9,1.7,11.1,0.0,0.0,81,8.6,1024.9,0.0008577706955948
Lake,LAKE-4,NOXTONS,TONS,1/16/2022,0.06471341,NOX in TONS,4.7,-3.2,13.9,0.0,0.0,2,3.6,1021.2,0.0009174949815275
Lake,LAKE-4,NOXTONS,TONS,1/17/2022,0.100808022,NOX in TONS,6.2,-2.7,18.3,0.0,0.0,310,9.4,1017.2,0.0011951419096751
Lake,LAKE-4,NOXTONS,TONS,1/18/2022,0.088154067,NOX in TONS,13.6,6.7,19.4,0.3,0.0,272,15.8,1012.4,0.0012407357593829
Lake,LAKE-4,NOXTONS,TONS,1/19/2022,0.053383293,NOX in TONS,11.8,6.1,16.7,0.0,0.0,251,13.3,1014.5,0.0008311835257333
Lake,LAKE-4,NOXTONS,TONS,1/20/2022,0.091918229,NOX in TONS,6.8,-1.0,9.4,0.0,0.0,76,9.7,1023.1,0.0012283879211042
Lake,LAKE-4,NOXTONS,TONS,1/21/2022,0.066817504,NOX in TONS,2.7,-3.2,11.7,0.0,0.0,138,5.4,1019.9,0.0009260299408502
Lake,LAKE-4,NOXTONS,TONS,1/22/2022,0.043868518,NOX in TONS,6.3,0.6,12.2,0.0,0.0,46,18.4,1019.1,0.0007444905318885
Lake,LAKE-4,NOXTONS,TONS,1/23/2022,0.024740818,NOX in TONS,4.4,-2.7,12.2,0.0,0.0,37,7.6,1018.9,0.0004135678714774
Lake,LAKE-4,NOXTONS,TONS,1/24/2022,0.061745606,NOX in TONS,6.1,-1.0,15.6,0.0,0.0,357,7.6,1012.5,0.0010866432177761
Lake,LAKE-4,NOXTONS,TONS,1/25/2022,0.090368564,NOX in TONS,10.0,2.8,17.8,0.0,0.0,208,13.7,1011.7,0.0012297745092848
Lake,LAKE-4,NOXTONS,TONS,1/26/2022,0.05557252,NOX in TONS,9.2,1.1,14.4,0.0,0.0,189,10.1,1016.4,0.0007541948711114
Lake,LAKE-4,NOXTONS,TONS,1/27/2022,0.070931979,NOX in TONS,7.6,-0.5,16.7,0.0,0.0,20,13.0,1019.0,0.0008982335011214
Lake,LAKE-4,NOXTONS,TONS,1/28/2022,0.103926722,NOX in TONS,6.3,-1.0,11.1,0.0,0.0,20,10.1,1030.2,0.0011915804857083
Lake,LAKE-4,NOXTONS,TONS,1/29/2022,0.099894336,NOX in TONS,4.7,-1.6,14.4,0.0,0.0,13,8.3,1024.6,0.0012069889682154
Lake,LAKE-4,NOXTONS,TONS,1/30/2022,0.099099458,NOX in TONS,7.6,0.0,17.2,0.0,0.0,10,11.2,1016.2,0.0012070270998382
Lake,LAKE-4,NOXTONS,TONS,1/31/2022,0.030676642,NOX in TONS,9.1,1.1,18.3,0.0,0.0,240,8.6,1012.8,0.0004071698191951
Lake,LAKE-4,NOXTONS,TONS,2/1/2022,0.089443235,NOX in TONS,12.7,6.1,17.8,0.0,0.0,211,16.2,1006.8,0.0011051433031187
Lake,LAKE-4,NOXTONS,TONS,2/2/2022,0.004144145,NOX in TONS,13.0,-1.6,14.4,7.4,30.0,197,17.3,1005.0,0.0001246723599268
Lake,LAKE-4,NOXTONS,TONS,2/3/2022,0.075843383,NOX in TONS,-1.7,-6.6,0.6,2.8,50.0,16,12.2,1021.5,0.0011976563238395
Lake,LAKE-4,NOXTONS,TONS,2/4/2022,0.063856109,NOX in TONS,-3.1,-7.7,3.9,0.0,0.0,17,4.3,1034.3,0.0010375591624202
Lake,LAKE-4,NOXTONS,TONS,2/5/2022,0.046313772,NOX in TONS,0.0,-5.5,8.3,0.0,0.0,8,5.0,1026.9,0.0006541448238643
Lake,LAKE-4,NOXTONS,TONS,2/6/2022,0.020689863,NOX in TONS,3.2,-4.3,13.9,0.0,0.0,37,11.5,1021.8,0.000329912060583
Lake,LAKE-4,NOXTONS,TONS,2/7/2022,0.058424362,NOX in TONS,6.1,-2.1,11.7,0.0,0.0,15,6.8,1028.4,0.0009163443811688
Lake,LAKE-4,NOXTONS,TONS,2/8/2022,0.053984813,NOX in TONS,5.5,-3.8,16.1,0.0,0.0,17,5.4,1022.4,0.0007267342184049
Lake,LAKE-4,NOXTONS,TONS,2/9/2022,0.068421763,NOX in TONS,8.3,1.1,18.3,0.0,0.0,28,9.4,1018.1,0.0008774752626424
Lake,LAKE-4,NOXTONS,TONS,2/10/2022,0.066253339,NOX in TONS,9.1,-1.0,19.4,0.0,0.0,344,9.4,1016.7,0.0009194408603053
Lake,LAKE-4,NOXTONS,TONS,2/11/2022,0.060773661,NOX in TONS,12.6,3.3,21.7,0.0,0.0,313,7.9,1012.2,0.0009632424786227
Lake,LAKE-4,NOXTONS,TONS,2/12/2022,0.033400461,NOX in TONS,9.9,2.8,11.1,0.0,0.0,71,12.6,1024.5,0.0004452017107872
Lake,LAKE-4,NOXTONS,TONS,2/13/2022,0.026520365,NOX in TONS,6.2,-2.1,16.7,0.0,0.0,39,5.0,1027.1,0.0004402393187148
Lake,LAKE-4,NOXTONS,TONS,2/14/2022,0.076630876,NOX in TONS,8.9,-2.7,20.6,0.0,0.0,224,5.4,1019.8,0.0011392109906846
Lake,LAKE-4,NOXTONS,TONS,2/15/2022,0.041301381,NOX in TONS,12.0,2.8,23.9,0.0,0.0,217,18.4,1010.1,0.0007457329583009
Lake,LAKE-4,NOXTONS,TONS,2/16/2022,0.02242457,NOX in TONS,15.6,5.0,21.7,0.0,0.0,233,25.6,1005.2,0.0004098425344042
Lake,LAKE-4,NOXTONS,TONS,2/17/2022,0.02164222,NOX in TONS,8.7,1.7,12.8,0.0,0.0,312,15.8,1016.8,0.000382693081458
Lake,LAKE-4,NOXTONS,TONS,2/22/2022,0.010237543,NOX in TONS,13.1,5.0,21.7,0.0,0.0,240,19.1,1010.0,0.0002782292783973
Lake,LAKE-4,NOXTONS,TONS,2/24/2022,0.033535834,NOX in TONS,11.2,0.6,14.4,0.0,0.0,321,18.0,1014.1,0.0005753943947641
Lake,LAKE-4,NOXTONS,TONS,2/25/2022,0.055081708,NOX in TONS,6.4,-1.0,15.6,0.0,0.0,76,8.3,1018.6,0.0007811478222073
Lake,LAKE-4,NOXTONS,TONS,2/26/2022,0.031307878,NOX in TONS,8.8,0.0,20.6,0.0,0.0,312,8.3,1018.5,0.0004460773660731
Lake,LAKE-4,NOXTONS,TONS,2/27/2022,0.003290799,NOX in TONS,10.9,1.7,18.3,0.0,0.0,13,10.8,1024.4,0.000115385733548
Lake,LAKE-4,NOXTONS,TONS,2/28/2022,0.054684992,NOX in TONS,10.3,3.3,20.0,0.0,0.0,16,12.6,1020.6,0.0009087933621825
Lake,LAKE-4,NOXTONS,TONS,3/1/2022,0.022550509,NOX in TONS,14.5,9.4,23.3,0.0,0.0,10,11.2,1016.4,0.0003422022427018
Lake,LAKE-4,NOXTONS,TONS,3/2/2022,0.000371792,NOX in TONS,14.8,5.0,26.1,0.0,0.0,17,7.9,1016.1,0.0021644137194577
Lake,LAKE-4,NOXTONS,TONS,3/4/2022,0.011736606,NOX in TONS,18.5,11.1,26.1,0.0,0.0,241,23.8,1009.1,0.0002486286505549
Lake,LAKE-4,NOXTONS,TONS,3/7/2022,0.018683804,NOX in TONS,9.6,0.6,17.2,0.0,0.0,83,13.0,1015.5,0.0003535932133015
Lake,LAKE-4,NOXTONS,TONS,3/8/2022,0.037897122,NOX in TONS,7.2,-0.5,15.0,0.0,0.0,5,9.4,1013.0,0.0006152027585776
Lake,LAKE-4,NOXTONS,TONS,3/9/2022,0.050219565,NOX in TONS,8.3,-1.0,18.9,0.0,0.0,302,15.8,1009.0,0.0009203690542608
Lake,LAKE-4,NOXTONS,TONS,3/10/2022,0.035670808,NOX in TONS,13.2,2.8,21.7,0.0,0.0,230,21.6,1006.6,0.0006540156098864
Lake,LAKE-4,NOXTONS,TONS,3/11/2022,0.04774794,NOX in TONS,9.8,-1.0,13.9,2.8,0.0,354,13.3,1017.6,0.0007466828002564
Lake,LAKE-4,NOXTONS,TONS,3/12/2022,0.004261417,NOX in TONS,5.7,-1.6,15.6,0.0,0.0,94,6.1,1023.8,9.105917990894202e-05
Lake,LAKE-4,NOXTONS,TONS,3/14/2022,0.027426191,NOX in TONS,16.6,8.3,21.1,0.0,0.0,325,21.6,1015.7,0.00036647240988
Lake,LAKE-4,NOXTONS,TONS,3/15/2022,0.020855485,NOX in TONS,13.3,2.2,23.3,0.0,0.0,61,5.4,1020.3,0.0003929992774108
Lake,LAKE-4,NOXTONS,TONS,3/16/2022,0.020707309,NOX in TONS,15.8,4.4,27.8,0.0,0.0,239,17.3,1008.8,0.0003503049101939
Lake,LAKE-4,NOXTONS,TONS,3/17/2022,0.024915185,NOX in TONS,18.8,6.7,21.7,0.0,0.0,298,27.4,1006.9,0.0003750919918323
Lake,LAKE-4,NOXTONS,TONS,3/18/2022,0.021349518,NOX in TONS,10.4,1.7,17.8,0.0,0.0,106,6.5,1017.2,0.0003715748592257
Lake,LAKE-4,NOXTONS,TONS,3/19/2022,0.016231698,NOX in TONS,12.4,2.8,23.3,0.0,0.0,17,6.1,1016.4,0.0003843289579919
Lake,LAKE-4,NOXTONS,TONS,3/20/2022,0.023923179,NOX in TONS,17.3,7.8,28.3,0.0,0.0,275,19.1,1005.9,0.0004184335990584
Lake,LAKE-4,NOXTONS,TONS,3/21/2022,0.036123488,NOX in TONS,13.7,7.8,15.0,1.0,0.0,270,28.8,1004.5,0.0005503439346489
Lake,LAKE-4,NOXTONS,TONS,3/23/2022,0.005859264,NOX in TONS,8.6,4.4,16.1,0.0,0.0,351,12.6,1019.2,0.0001666338183803
Lake,LAKE-4,NOXTONS,TONS,3/24/2022,0.005656251,NOX in TONS,13.4,6.1,23.9,0.0,0.0,201,11.5,1016.2,0.0001637249107206
Lake,LAKE-4,NOXTONS,TONS,3/25/2022,0.035564953,NOX in TONS,16.2,4.4,27.8,0.0,0.0,22,5.8,1015.5,0.0006219404736616
Lake,LAKE-4,NOXTONS,TONS,3/26/2022,0.022999575,NOX in TONS,17.9,5.6,30.6,0.0,0.0,41,7.6,1012.8,0.0004138696000262
Lake,LAKE-4,NOXTONS,TONS,3/27/2022,0.039279927,NOX in TONS,19.8,6.7,31.1,0.0,0.0,315,7.6,1008.9,0.0005289346885249
Lake,LAKE-4,NOXTONS,TONS,3/28/2022,0.000175405,NOX in TONS,22.3,13.9,29.4,0.0,0.0,243,16.2,1007.8,1.894309684321825e-05
Lake,LAKE-4,NOXTONS,TONS,4/1/2022,0.018418892,NOX in TONS,17.8,8.9,26.7,0.0,0.0,267,16.9,1006.9,0.0002980525436341
Lake,LAKE-4,NOXTONS,TONS,4/2/2022,0.018221688,NOX in TONS,19.2,9.4,28.9,0.0,0.0,265,7.9,1011.8,0.0003056707410029
Lake,LAKE-4,NOXTONS,TONS,4/3/2022,0.023861931,NOX in TONS,20.6,9.4,28.9,0.0,0.0,226,10.4,1006.6,0.000357330985924
Lake,LAKE-4,NOXTONS,TONS,4/4/2022,0.021182816,NOX in TONS,20.4,11.7,26.7,0.0,0.0,287,17.3,1003.4,0.0003168763552218
Lake,LAKE-4,NOXTONS,TONS,4/6/2022,0.019284316,NOX in TONS,22.9,16.1,28.3,0.0,0.0,358,13.7,1008.9,0.0002994569341211
Lake,LAKE-4,NOXTONS,TONS,5/9/2022,0.041768098,NOX in TONS,26.8,20.6,33.3,0.0,0.0,243,27.7,1003.5,0.0005805195522053
Lake,LAKE-4,NOXTONS,TONS,5/10/2022,0.04254923,NOX in TONS,27.2,15.6,35.0,0.0,0.0,220,9.7,1008.0,0.0007013915118455
Lake,LAKE-4,NOXTONS,TONS,5/11/2022,0.046560481,NOX in TONS,28.2,17.2,36.1,0.0,0.0,235,17.6,1007.3,0.00076387116926
Lake,LAKE-4,NOXTONS,TONS,5/12/2022,0.031470453,NOX in TONS,28.5,20.0,32.8,0.0,0.0,284,17.3,1008.3,0.0006117791382968
Lake,LAKE-4,NOXTONS,TONS,5/13/2022,0.042534807,NOX in TONS,24.9,11.7,33.3,0.0,0.0,336,9.0,1008.9,0.0005737765427961
Lake,LAKE-4,NOXTONS,TONS,5/14/2022,0.025243401,NOX in TONS,24.1,12.2,35.6,0.0,0.0,4,8.6,1010.0,0.0004386196137513
Lake,LAKE-4,NOXTONS,TONS,5/15/2022,0.035851235,NOX in TONS,25.3,10.0,37.2,0.0,0.0,17,5.0,1008.8,0.0005327860361272
Lake,LAKE-4,NOXTONS,TONS,5/16/2022,0.036315736,NOX in TONS,27.9,16.1,38.3,0.0,0.0,243,11.5,1005.5,0.0005495057806738
Lake,LAKE-4,NOXTONS,TONS,5/17/2022,0.037760255,NOX in TONS,30.7,24.4,35.6,0.0,0.0,258,23.4,1006.0,0.0005090208345521
Lake,LAKE-4,NOXTONS,TONS,5/18/2022,0.036011465,NOX in TONS,29.8,22.2,35.6,0.0,0.0,262,19.1,1007.1,0.0005271591519426
Lake,LAKE-4,NOXTONS,TONS,5/19/2022,0.040613381,NOX in TONS,29.2,21.1,35.0,0.0,0.0,258,25.9,1002.5,0.0006296229666157
Lake,LAKE-4,NOXTONS,TONS,5/21/2022,0.014024285,NOX in TONS,26.6,18.3,33.3,0.0,0.0,224,13.3,1006.7,0.0002457197223113
Lake,LAKE-4,NOXTONS,TONS,5/22/2022,0.006194955,NOX in TONS,22.1,15.6,24.4,0.0,0.0,91,16.9,1014.1,0.0001730844005772
Lake,LAKE-4,NOXTONS,TONS,5/23/2022,0.019120383,NOX in TONS,21.7,13.9,33.3,0.0,0.0,205,15.8,1006.3,0.0003026418128516
Lake,LAKE-4,NOXTONS,TONS,5/24/2022,0.025175044,NOX in TONS,26.2,15.6,31.7,0.0,0.0,281,22.0,1001.9,0.0003978287903798
Lake,LAKE-4,NOXTONS,TONS,5/26/2022,0.066175404,NOX in TONS,25.6,15.6,36.1,0.0,0.0,18,8.3,1009.0,0.000953302168087
Lake,LAKE-4,NOXTONS,TONS,5/27/2022,0.046360806,NOX in TONS,28.9,17.8,39.4,0.0,0.0,229,11.9,1008.1,0.0008144366604091
Lake,LAKE-4,NOXTONS,TONS,5/28/2022,0.047203539,NOX in TONS,32.6,24.4,38.9,0.0,0.0,235,25.9,1002.6,0.0008190521538436
Lake,LAKE-4,NOXTONS,TONS,5/29/2022,0.037911688,NOX in TONS,29.2,22.8,35.6,0.0,0.0,242,30.6,997.8,0.0005807145283892
Lake,LAKE-4,NOXTONS,TONS,5/30/2022,0.036460708,NOX in TONS,27.6,21.7,33.9,0.0,0.0,261,22.7,1000.7,0.0005012647364873
Lake,LAKE-4,NOXTONS,TONS,5/31/2022,0.050884618,NOX in TONS,27.6,17.8,35.0,0.0,0.0,259,9.4,1002.9,0.0007678476946401
Lake,LAKE-4,NOXTONS,TONS,6/1/2022,0.052565124,NOX in TONS,28.8,17.2,37.8,0.0,0.0,3,13.3,1004.1,0.000721135371948
Lake,LAKE-4,NOXTONS,TONS,6/2/2022,0.000630421,NOX in TONS,26.8,20.0,33.9,3.0,0.0,81,12.2,1007.1,3.215050725960944e-05
Lake,LAKE-4,NOXTONS,TONS,6/3/2022,0.038363517,NOX in TONS,25.8,18.3,36.7,0.0,0.0,174,13.3,1005.3,0.000554538693264
Lake,LAKE-4,NOXTONS,TONS,6/4/2022,0.032038266,NOX in TONS,30.6,20.0,36.7,0.0,0.0,300,16.9,1003.5,0.0004984386353467
Lake,LAKE-4,NOXTONS,TONS,6/5/2022,0.031700625,NOX in TONS,30.8,23.3,36.7,0.0,0.0,288,18.4,1002.6,0.0005239593210148
Lake,LAKE-4,NOXTONS,TONS,6/6/2022,0.034214284,NOX in TONS,31.8,23.9,38.3,0.0,0.0,268,18.0,1002.0,0.0007610194880672
Lake,LAKE-4,NOXTONS,TONS,6/7/2022,0.049962015,NOX in TONS,33.3,26.1,40.0,0.0,0.0,253,16.2,1003.0,0.000676904730539
Lake,LAKE-4,NOXTONS,TONS,6/8/2022,0.056238326,NOX in TONS,32.7,24.4,41.1,0.0,0.0,38,19.4,1004.6,0.0008219660366727
Lake,LAKE-4,NOXTONS,TONS,6/9/2022,0.040072907,NOX in TONS,29.2,22.2,37.2,0.0,0.0,69,9.4,1008.4,0.0005368505945347
Lake,LAKE-4,NOXTONS,TONS,6/10/2022,0.058268751,NOX in TONS,31.4,22.2,40.6,0.0,0.0,292,7.2,1006.3,0.0008343501823643
Lake,LAKE-4,NOXTONS,TONS,6/11/2022,0.000374826,NOX in TONS,33.4,24.4,41.7,0.0,0.0,227,9.4,1004.4,4.649611058483128e-05
Lake,LAKE-4,NOXTONS,TONS,6/12/2022,0.0367123,NOX in TONS,35.4,26.1,41.1,0.0,0.0,299,18.4,1003.3,0.0005431887999951
Lake,LAKE-4,NOXTONS,TONS,6/13/2022,0.032458151,NOX in TONS,34.9,28.3,40.6,0.0,0.0,283,22.7,1002.3,0.000586014110503
Lake,LAKE-4,NOXTONS,TONS,6/14/2022,0.023339876,NOX in TONS,32.8,26.7,38.9,0.0,0.0,256,20.5,1003.5,0.0004115039040295
